"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8022","471","637","      ","637-TB-10010-003","090107-000000014","END PROFILE                 ","8","0","06/07/2013","120","02/07/2013"," EA   ","0","8","8"," No     ","04/29/2014","08/25/2017","0.01","0.08","450","06/08/2009"
"8022","471","637","      ","637-TB-10010-004","090100-000000009","END PROFILE                 ","2","0","06/07/2013","120","02/07/2013"," EA   ","0","2","2"," No     ","04/29/2014","08/25/2017","17","34","450","09/02/2010"
"8022","471","637","      ","637-TB-10010-006","090100-000000010","END PROFILE                 ","4","0","06/07/2013","120","02/07/2013"," EA   ","0","4","4"," No     ","04/29/2014","08/25/2017","17","68","450","08/11/2010"
"8022","471","637","      ","637-TB-15010-001","090100-000000011","INTERNAL CORNER PROFILE     ","4","0","06/07/2013","120","02/07/2013"," EA   ","0","4","4"," No     ","04/29/2014","08/25/2017","0.01","0.04","450","06/08/2009"
"8022","471","637","      ","637-TB-15010-005","090100-000000012","INTERNAL CORNER PROFILE     ","2","0","06/07/2013","120","02/07/2013"," EA   ","0","2","2"," No     ","04/29/2014","08/25/2017","0.01","0.02","450","06/08/2009"
"8022","471","637","      ","637-TB-15010-008","090107-000000013","INTERNAL CORNER PROFILE     ","5","0","06/07/2013","120","02/07/2013"," EA   ","0","5","5"," No     ","04/29/2014","08/25/2017","0.01","0.05","450","06/08/2009"
"8022","471","637","      ","637-TB-15020-001","090107-000000017","ANGLE PROFILE, CRES, 1MM THK","10","0","06/07/2013","120","02/07/2013"," EA   ","0","10","10"," No     ","04/29/2014","08/25/2017","0.01","0.1","450","12/02/2009"
"8022","471","637","      ","637-TB-15990-001","090105-000000002","ANGLE, REINFORCEMENT        ","2","0","06/07/2013","120","02/07/2013"," EA   ","0","2","2"," No     ","04/29/2014","08/25/2017","0.01","0.02","450","06/08/2009"
"8022","471","637","      ","637-TB-20010-005","090100-000000013","EXTERNAL CORNER PROFILE     ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","04/29/2014","08/25/2017","0.01","0.01","450","06/08/2009"
"8022","471","637","      ","637-TB-20010-006","090100-000000014","EXTERNAL CORNER PROFILE     ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1","        ","04/29/2014","08/25/2017","0.01","0.01","450","06/08/2009"
"8022","471","637","      ","637-TB-20010-007","090107-000000012","EXTERNAL CORNER PROFILE     ","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","04/29/2014","08/25/2017","0.01","0.01","450","06/08/2009"
"8022","471","637","      ","637-TB-2001R-003","090100-000000015","EXTERNAL 25 MM RADIUS PROFIL","2","0","06/07/2013","120","02/07/2013"," EA   ","0","2","2"," No     ","04/29/2014","08/25/2017","0.01","0.02","450","06/08/2009"
"8022","471","637","      ","637-TB-2001R-005","090100-000000016","EXTERNAL 25 MM RADIUS PROFIL","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","04/29/2014","08/25/2017","0.01","0.01","450","03/03/2010"
"8022","471","637","      ","637-TB-2001R-007","090107-000000016","EXTERNAL 25 MM RADIUS PROFIL","1","0","06/07/2013","120","02/07/2013"," EA   ","0","1","1"," No     ","04/29/2014","08/25/2017","0.01","0.01","450","06/08/2009"
"8022","471","637","      ","637-TB-20990-001","090105-000000003","ANGLE, BACKING              ","7","0","06/07/2013","120","02/07/2013"," EA   ","0","7","7"," No     ","04/29/2014","08/25/2017","0","0","403","03/10/2005"
"8022","471","640","      ","640-02-00023-801","740200-000000022","CLIP, DECK, END TABLE       ","2","0","05/08/2014","123","01/05/2014"," EA   ","0","2","2"," No     ","12/15/2015","08/25/2017","0.01","0.02","450","05/28/2009"
"8022","471","640","      ","640-02-00028-801","740200-000000023","CLIP, DECK, COFFEE TABLE    ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-00030-801","740200-000000009","SUB-BASE, SOFA, ALUMINUM    ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-00040-801","740200-000000011","SUBBASE, FOR (2) SIDEBOARD  ","2","0","05/08/2014","123","01/05/2014"," EA   ","0","2","2"," No     ","12/15/2015","08/25/2017","0.01","0.02","450","05/28/2009"
"8022","471","640","      ","640-02-00061-801","740200-000000013","SUBBASE, LIBRARY CABINET, AL","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","144","144","450","10/21/2010"
"8022","471","640","      ","640-02-00088-801","740200-000000016","SUB-BASE, TABLE LEAF LOCKER ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-00089-801","740200-000000018","SUB-BASE, TABLE LEAF LOCKER ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-00090-801","742300-000000004","CLIP, DECK, ROUND TABLE,    ","2","0","05/08/2014","123","01/05/2014"," EA   ","0","2","2"," No     ","12/15/2015","08/25/2017","0.01","0.02","450","05/28/2009"
"8022","471","640","      ","640-02-00093-801","742300-000000020","CLIP, DECK, SOLID TOP TABLE ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-00147-800","740200-000000005","SUB-BASE, ENTERTAINMENT, ALU","1","0","05/08/2014","14","04/24/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0","0","            ",""
"8022","471","640","      ","640-02-0017L-801","742300-000000023","SUBBASE, DESK, SINGLE PEDEST","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","640","      ","640-02-0030A-801","742300-000000025","SUB-BASE, SOFA, ALUMINUM    ","1","0","05/08/2014","123","01/05/2014"," EA   ","0","1","1"," No     ","12/15/2015","08/25/2017","0.01","0.01","450","05/28/2009"
"8022","471","644","      ","644-00-V0001-L02","-L02","MANUALS, TECHNICAL, PRELIMIN","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L08","-L08","DRAWINGS, PRELIMINARY       ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L10","-L10","LIST, SHIP LOOSE PARTS      ","1","0","06/07/2013","60","04/08/2013"," EA   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L15","-L15","DATA, WEIGHT                ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L22","-L22","MANUALS, TECHNICAL, FINAL   ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","644","      ","644-00-V0001-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","05/24/2012","08/25/2017","0","0","465","12/05/2014"
"8022","471","651","      ","651-00-V0001-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","06/07/2013","60","04/08/2013"," LO   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","            ",""
"8022","471","651","      ","651-01-00001-801","731201-000000002","SHELVES, CRES, WITH EXTENDED","1","0","05/08/2014","123","01/05/2014"," LO   ","0","1","1"," No     ","09/09/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00002-801","731201-000000008","SHELVES, CRES, WITH EXTENDED","1","0","05/08/2014","123","01/05/2014"," LO   ","0","1","1"," No     ","09/09/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00002-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/04/2014","60","04/05/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00003-801","731201-000000004","SHELVES, CRES, WITH EXTENDED","2","0","05/08/2014","123","01/05/2014"," LO   ","0","2","2"," No     ","09/09/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00003-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/04/2014","60","04/05/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00004-801","731201-000000006","SHELVES, CRES, WITH EXTENDED","1","0","05/08/2014","123","01/05/2014"," LO   ","0","1","1"," No     ","09/09/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00004-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","06/04/2014","60","04/05/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00006-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00007-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00008-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00009-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00010-802","731801-000000003","BOWL, SST 220, 20 QT        ","1","0","05/08/2014","160","11/29/2013"," EA   ","0","1","1"," No     ","07/16/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00010-803","731801-000000004","BEATER-ALU220, 20 QT ALUM B ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/16/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00010-804","731801-000000005","DWHIP, SST220, 20 QT BOWL   ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/16/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00010-804","731801-000000005","DWHIP, SST220, 20 QT BOWL   ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/16/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00010-807","731801-000000007","BOWL SCRAPPER, 20 QT        ","1","0","06/07/2013","123","02/04/2013"," EA   ","0","1","1"," No     ","09/23/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00010-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00011-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00012-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00013-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00014-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00015-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00016-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00017-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00018-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00019-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00020-801","733003-000000002","LEVER DRAIN, 2""             ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0.01","0.01","481","08/04/2017"
"8022","471","651","      ","651-01-00020-802","733003-000000003","FAUCET W/12"" SWING NOZZLE   ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00020-803","733003-000000004","PRE-RINSE UNIT              ","1","0","05/08/2014","42","03/27/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00020-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00021-803","733901-000000005","LEVER DRAIN, 2""             ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0","0","479","06/19/2016"
"8022","471","651","      ","651-01-00021-804","733901-000000007","FAUCET, WALL MTD, 8"" CTRS   ","2","0","05/08/2014","180","11/09/2013"," EA   ","0","2","2"," No     ","09/08/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00021-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00022-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00023-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00024-801","731201-000000010","BIN, ICE MAKER              ","1","0","06/07/2013","0","06/07/2013"," EA   ","0","1","1"," No     ","09/23/2014","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00024-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00028-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00035-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00036-801","733003-000000005","FAUCET, SINGLE PANTRY       ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/08/2013","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00036-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00038-800","734001-000000009","DISPLAY, COLD FOOD COUNTER  ","2","0","05/08/2014","180","11/09/2013"," EA   ","0","2","2"," No     ","09/08/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00038-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00039-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00042-801","733003-000000006","PRE-RINSE UNIT              ","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0","0","481","12/16/2016"
"8022","471","651","      ","651-01-00042-802","733003-000000007","FAUCET, ADD-ON FOR PRE-RINSE","1","0","05/08/2014","120","01/08/2014"," EA   ","0","1","1"," No     ","07/17/2013","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00122-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-00123-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","06/12/2015","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-0048A-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","477","03/11/2016"
"8022","471","651","      ","651-01-G032A-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","05/08/2014","60","03/09/2014"," EA   ","0","1","1"," No     ","05/01/2014","08/25/2017","0","0","            ",""
"8022","471","664","      ","664-02-00119-800","780800-000000005","SCBA STWG BAG               ","34","0","06/07/2013","56","04/12/2013"," EA   ","0","34","34"," No     ","09/23/2014","08/25/2017","0.01","0.34","450","01/20/2010"
"8024","471","202","      ","202-01-00422","38320400001K-001","BIMETAL DIAL THERMOMETER    ","31","0","06/07/2013","60","04/08/2013"," EA   ","0","2","2"," No     ","05/22/2012","08/25/2017","253.67","507.34","            ",""
"8024","471","304","      ","304-00-00002","301306010101-001","CABLE, ELECTRIC, 2XSAOW-3   ","1051","0","06/07/2013","120","02/07/2013"," LF   ","0","1051","1050"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00003","301314010101-001","CABLE, ELECTRIC, 2XSAOW-7   ","280","0","06/07/2013","120","02/07/2013"," FT   ","0","280","279"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00007","301909010101-001","CABLE, ELECTRIC, 3XSOW-3    ","100","0","06/07/2013","120","02/07/2013"," FT   ","0","100","99"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00013","309804001400-001","CABLE, FIBER OPTIC, M85045/1","40000","0","06/07/2013","120","02/07/2013"," LF   ","0","40000","2500"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00015","306208040100-001","CABLE, CAT 5E, NON-WATER    ","43345","0","06/07/2013","120","02/07/2013"," LF   ","0","1951","1951"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00016","300102020102-023","CABLE, ELECTRIC, DX-3,      ","387","0","06/07/2013","120","02/07/2013"," FT   ","0","387","37"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00018","300102011902-001","CABLE, ELECTRIC, DXW-3,     ","967","0","06/07/2013","120","02/07/2013"," FT   ","0","967","966"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00019","302902020101-002","CABLE, ELECTRIC, DXW-4,     ","1213","0","06/07/2013","120","02/07/2013"," FT   ","108","13","13"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00020","303300000000-001","CABLE, ELECTRIC, RAYCHEM PAR","107","0","06/07/2013","120","02/07/2013"," LF   ","99","8","8"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00025","304702080101-003","CABLE, ELECTRIC, LS2SJ-20,  ","1630","0","06/07/2013","120","02/07/2013"," LF   ","0","1080","1080"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00030","304814200101-002","CABLE, ELECTRIC, LS2SU-7,   ","65","0","06/07/2013","120","02/07/2013"," LF   ","0","65","64"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00062","306602090102-004","CABLE, ELECTRIC, LSDSGU-14, ","72","0","06/07/2013","120","02/07/2013"," LF   ","0","72","71"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00070","306602090102-003","CABLE, ELECTRIC, LSDSGU-9,  ","3556","0","06/07/2013","120","02/07/2013"," LF   ","0","3556","3555"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00070","306602090102-003","CABLE, ELECTRIC, LSDSGU-9,  ","3556","0","06/07/2013","120","02/07/2013"," LF   ","0","3556","3555"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00114","308303080102-004","CABLE, ELECTRIC, LSTSGU-14, ","560","0","06/07/2013","120","02/07/2013"," LF   ","0","170","170"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00126","309101140110-001","CABLE, COAXIAL, M17/184-0000","6840","0","06/07/2013","120","02/07/2013"," LF   ","0","40","40"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00127","309301140113-001","CABLE, COAXIAL, M17/190-0000","2984","0","06/07/2013","120","02/07/2013"," LF   ","0","2984","1113"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00138","301L03020101-001","CABLE, ELECTRIC, TXOW-3,    ","670","0","06/07/2013","120","02/07/2013"," FT   ","0","20","20"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00140","301328010101-001","CABLE, ELECTRIC, 2XSAOW-14  ","706","663","06/07/2013","120","02/07/2013"," LF   ","665","0","31"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00148","303804020101-001","CABLE, ELECTRIC, FXOW-3,    ","125","0","06/07/2013","120","02/07/2013"," LF   ","0","125","124"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00149","303F08190500-001","CABLE, CAT 5E, NON-WATER BLO","2308","0","06/07/2013","120","02/07/2013"," LF   ","0","2308","300"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00162","303200000000-001","CABLE, ELECTRIC, RAYCHEM PAR","66","0","06/07/2013","120","02/07/2013"," LF   ","0","66","65"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00164","301L03020101-002","CABLE, ELECTRIC, TXOW-4,    ","284","0","06/07/2013","120","02/07/2013"," LF   ","15","34","34"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00170","304201040700-001","CABLE, HELIAX, LDF4-50A     ","691","0","06/07/2013","120","02/07/2013"," LF   ","10","21","21"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00171","308401140113-174","CABLE, COAXIAL, M17/191-0000","1600","0","06/07/2013","120","02/07/2013"," LF   ","0","1600","755"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00174","301428010101-001","CABLE, ELECTRIC, 2XSO-14,   ","408","0","06/07/2013","120","02/07/2013"," LF   ","0","408","364"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00180","304906200101-001","CABLE, ELECTRIC, LS2SUS-3,  ","2820","0","06/07/2013","120","02/07/2013"," LF   ","0","2820","274"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00185","301514010101-001","CABLE, ELECTRIC, 2XSOW-7    ","477","0","06/07/2013","120","02/07/2013"," LF   ","0","477","476"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00194","301348010101-001","CABLE, ELECTRIC, 2XSAOW-24, ","401","0","06/07/2013","120","02/07/2013"," LF   ","0","401","11"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00196","309001141008-001","CABLE, ELECTRIC, M17/183-000","654","0","06/07/2013","160","12/29/2012"," LF   ","0","654","653"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00207","301524010101-001","CABLE, ELECTRIC, 2XSOW-12   ","806","0","06/07/2013","120","02/07/2013"," LF   ","186","6","6"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00211","302802020101-002","CABLE, ELECTRIC, DXOW-4,    ","36","0","06/07/2013","120","02/07/2013"," FT   ","0","36","35"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00221","305260200103-001","CABLE, ELECTRIC, LS2U-30,   ","2108","0","06/07/2013","120","02/07/2013"," LF   ","0","2108","58"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00227","301C37010101-001","CABLE, ELECTRIC, MXSO-37,   ","618","0","06/07/2013","120","02/07/2013"," LF   ","8","18","18"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00234","302301040300-001","CABLE, HELIAX, AVA5RK-50,   ","1642","0","06/07/2013","120","02/07/2013"," LF   ","0","172","172"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00275","305403200101-006","CABLE, ELECTRIC, LS3SJ-12,  ","105","0","06/07/2013","120","02/07/2013"," LF   ","0","40","40"," No     ","05/22/2012","08/25/2017","0","0","            ",""
"8024","471","304","      ","304-00-00296","305621080101-001","CABLE, ELECTRIC, LS35WUS-7  ","667","0","06/07/2013","90","03/09/2013"," LF   ","0","667","17"," No     ","05/22/2012","08/25/2017","0","0","            ",""
