"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8048","475","304","      ","304-15-4101U","300000-000003084","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-4101V","300000-000003085","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-4101W","300000-000003086","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-4101X","300000-000003087","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-4101Z","300000-000003088","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41020","300000-000003089","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41021","300000-000003090","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41022","300000-000003091","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41023","300000-000003092","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41024","300000-000003093","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41025","300000-000003094","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41026","300000-000003095","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41027","300000-000003096","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41028","300000-000003097","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-41029","300000-000003098","KIT, CABLE, SWBS 410 -TSCE S","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","04/12/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43902","300000-000002841","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43903","300000-000002842","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43904","300000-000002843","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43905","300000-000002844","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43906","300000-000002845","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43907","300000-000002846","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43909","300000-000002848","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43909","300000-000002848","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43910","300000-000002849","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43912","300000-000002851","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43913","300000-000002852","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43916","300000-000002855","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-43920","300000-000002858","KIT, CABLE, SWBS 439 -CCTV  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-52960","300000-000002889","KIT, CABLE, SWBS 529 -DRAIN ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-53340","300000-000002890","KIT, CABLE, SWBS 533 SOC-40 ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/04/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-53360","300000-000002891","KIT, CABLE, SWBS 533 SOC-60 ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/04/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-54160","300000-000002893","KIT, CABLE, SWBS 541 -FUEL O","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-55140","300000-000002894","KIT, CABLE, SWBS 551 -MPAC  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-55160","300000-000002895","KIT, CABLE, SWBS 551 -MPAC  ","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","03/10/2016","05/29/2017","0","0"
"8048","475","304","      ","304-15-65140","300000-000002896","KIT, CABLE, SWBS 651 -SOC 40","1","1","10/15/2014","160","05/08/2014"," EA   ","0","0","1"," No     ","02/26/2016","05/29/2017","0","0"
"8048","475","304","      ","304-51-00810","300000-000003014","KIT, CABLE, LCS CHANGE NOTIC","1","0","10/05/2015","42","08/24/2015"," EA   ","0","1","1"," No     ","05/11/2016","05/29/2017","0","0"
"8048","475","304","      ","304-51-00814","300000-000003015","KIT, CABLE, LCS CHANGE NOTIC","1","0","10/05/2015","42","08/24/2015"," EA   ","0","1","1"," No     ","05/11/2016","05/29/2017","0","0"
"8048","475","304","      ","304-51-00817","300000-000003018","KIT, CABLE, LCS CHANGE NOTIC","1","0","10/05/2015","42","08/24/2015"," EA   ","0","1","1"," No     ","05/20/2016","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-804","414900-000000007","JOINT, GAS FLEXIBLE         ","4","1","10/15/2014","260","01/28/2014"," EA   ","0","0","1"," No     ","06/05/2013","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-806","414900-000000009","GASKET (FOR BELLOWS)        ","4","4","10/15/2014","260","01/28/2014"," EA   ","0","0","4"," No     ","06/05/2013","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-807","414900-000000011","FLANGE, EUROPEAN STANDARD   ","4","2","10/15/2014","260","01/28/2014"," EA   ","0","0","2"," No     ","06/05/2013","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-828","414900-000000023","SNUBBER FOR RESILIENT MOUNT ","48","48","10/15/2014","48","08/28/2014"," EA   ","0","0","48"," No     ","01/12/2014","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-829","414900-000000024","NUT, M16, D0111411A         ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-830","414900-000000025","RESILIENT SUBBASE, D0201215A","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-831","414900-000000026","PREHEATER/PRELUBE, 00C52300A","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-832","414900-000000027","KIT CONNECTTORI, 00G22100M91","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-834","414900-000000029","VITE M16X65, D0025128A      ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-836","414900-000000031","PART OF EXHAUST, 00F58700   ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-837","414900-000000032","V1708C2ME SET, GEP02005652  ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-837","414900-000000032","V1708C2ME SET, GEP02005652  ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-838","414900-000000033","CONTROL SYSTEM, DECS-00     ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8024","475","311","      ","311-01-00001-839","414900-000000034","LOOSE PARTS, GSP02005652    ","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/13/2015","05/29/2017","0","0"
"8043","475","311","      ","311-01-00001-L10","-L10","LIST, SHIP LOOSE PARTS      ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","03/17/2014","05/29/2017","0","0"
"8043","475","311","      ","311-01-00001-L20","-L20","SUPPORT, VENDOR             ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","09/09/2014","05/29/2017","127081.56","127081.56"
"8041","475","313","      ","313-01-00001-L06","-L06","REPORT, IN-PLANT TEST       ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","03/17/2014","05/29/2017","0","0"
"8041","475","313","      ","313-01-00001-L10","-L10","LIST, SHIP LOOSE PARTS      ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","03/17/2014","05/29/2017","0","0"
"8041","475","313","      ","313-01-00001-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","06/05/2013","05/29/2017","0","0"
"8041","475","313","      ","313-01-00002-800","413800-000000016","POWER SUPPLY, UNINTERRUPTIBL","2","2","03/30/2015","120","11/30/2014"," EA   ","0","0","2"," No     ","03/20/2017","05/29/2017","0","0"
"8041","475","313","      ","313-01-00002-801","413800-000000028","WPU 38999 MATING CONNECTOR K","2","2","03/30/2015","120","11/30/2014"," EA   ","0","0","2"," No     ","03/20/2017","05/29/2017","0","0"
"8041","475","313","      ","313-01-00002-802","413800-000000029","WPU 38999 MATING CONNECTOR K","2","2","03/30/2015","120","11/30/2014"," EA   ","0","0","2"," No     ","03/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L02","-L02","MANUALS, TECHNICAL, PRELIMIN","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L08","-L08","DRAWINGS, PRELIMINARY       ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L15","-L15","DATA, WEIGHT                ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L22","-L22","MANUALS, TECHNICAL, FINAL   ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L23","-L23","RELEASE FOR MANUFACTURE     ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L34","-L34","PROVISIONING TECH DOC.      ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8021","475","314","      ","314-01-00005-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L13","-L13","LIST, PREVENTATIVE MAINTENAN","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L17","-L17","LIST, SPECIAL TOOLS         ","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L19","-L19","LIST, SPECIAL TEST EQUIPMENT","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L35","-L35","LIST OF VENDOR DRAWINGS     ","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L36","-L36","DATA, RELIABILITY REQUIREMEN","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L37","-L37","DATA, LIFE CYCLE COST REQUIR","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L48","-L48","TESTING, SHOCK, IAW APPENDIX","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L52","-L52","TESTING, NOISE AND VIBRATION","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8022","475","314","      ","314-01-00005-L56","-L56","SHOCK EXTENSION APPROVAL    ","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8036","475","314","      ","314-01-00005-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","0","10/15/2014","60","08/16/2014"," EA   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8041","475","314","      ","314-01-00001-801","414800-000000003","TRANSFORMER, (MIL SPEC) 15 K","12","0","04/15/2016","120","12/17/2015"," EA   ","0","2","2"," No     ","06/05/2013","05/29/2017","2130","4260"
"8041","475","314","      ","314-01-00001-804","414800-000000005","TRANSFORMER, (MIL SPEC) 3 KV","13","1","01/19/2016","120","09/21/2015"," EA   ","0","1","2"," No     ","06/05/2013","05/29/2017","1144","2288"
"8041","475","314","      ","314-01-00002-804","414800-000000015","TRANSFORMER, COMMERCIAL,    ","11","1","10/15/2014","120","06/17/2014"," EA   ","0","0","1"," No     ","06/05/2013","05/29/2017","2717","2717"
"8041","475","314","      ","314-01-00002-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","06/05/2013","05/29/2017","0","0"
"8041","475","314","      ","314-01-00003-L20","-L20","SUPPORT, VENDOR             ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","05/30/2014","05/29/2017","0","0"
"8041","475","314","      ","314-01-00003-S00","-S00","BOGUE VENDOR SERVICE, CF 251","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","04/24/2017","05/29/2017","0","0"
"8041","475","314","      ","314-01-00004-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","06/05/2013","05/29/2017","0","0"
"8041","475","314","      ","314-01-00005-L06","-L06","REPORT, IN-PLANT TEST, IAW A","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8041","475","314","      ","314-01-00005-L54","-L54","TESTING EMI                 ","1","0","10/15/2014","60","08/16/2014"," LO   ","0","1","1"," No     ","04/20/2017","05/29/2017","0","0"
"8048","475","314","      ","314-01-00005","340600011232-001","RECTIFICER POWER SUPPLY 2.4K","3","0","10/15/2014","120","06/17/2014"," EA   ","0","3","3"," No     ","04/20/2017","05/29/2017","0","0"
"8028","475","320","      ","320-01-00002","380215000030-001","RECEPTACLE, DUPLEX, 20A, 125","122","3","10/15/2014","60","08/16/2014"," EA   ","1","0","2"," No     ","01/12/2014","05/29/2017","2.842","5.684"
"8028","475","320","      ","320-01-00012","360702570831-001","FUSE BOX,SYM #545, SUBMERSIB","8","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","01/12/2014","05/29/2017","549","549"
"8028","475","320","      ","320-01-00027","360101050110-001","TERM BOX, CONN, 600 VAC, 4TE","4","1","10/15/2014","100","07/07/2014"," EA   ","0","0","1"," No     ","01/12/2014","05/29/2017","47","47"
"8028","475","320","      ","320-01-00118","350101060105-001","SWITCH, SYM 838.1           ","8","-2","10/15/2014","100","07/07/2014"," EA   ","0","3","1"," No     ","01/12/2014","05/29/2017","220","220"
"8028","475","320","      ","320-01-00415","360102080907-002","BOX, DBL GANG, W/MOUNTING BO","51","5","10/15/2014","56","08/20/2014"," EA   ","4","0","1"," No     ","02/06/2015","05/29/2017","10.5","10.5"
"8028","475","320","      ","320-01-00001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8028","475","320","      ","320-01-00110-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00012-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00016-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00019-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00020-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00026-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00117-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00118-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00125-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-01-00128-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-09-00004-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/28/2014","05/29/2017","0","0"
"8042","475","320","      ","320-09-00022-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/15/2014","60","08/16/2014"," EA   ","0","0","1"," No     ","04/29/2014","05/29/2017","0","0"
"8049","475","320","      ","320-00-00001","SRV526-030600002","VENDOR SRVC TO PERFORM SCOPE","1","1","10/15/2014","123","06/14/2014"," LO   ","0","0","1"," No     ","02/25/2014","05/29/2017","0","0"
"8028","475","321","      ","321-02-00344","320906000000-004","STUFFING TUBE, SIZE K, ALUM ","8","1","02/05/2015","123","10/05/2014"," EA   ","0","0","1"," No     ","02/24/2015","05/29/2017","48.89","48.89"
"8028","475","321","      ","321-02-00552","320617000619-001","3"" CONDUIT BODY, 90 DEG ELBO","7","0","03/12/2015","42","01/29/2015"," EA   ","0","4","4"," No     ","03/21/2014","05/29/2017","103.92","415.68"
"8028","475","321","      ","321-02-00555","31092830132F-001","CONNECTOR, FLEX CONDUIT CABL","10","6","10/15/2014","42","09/03/2014"," EA   ","2","0","4"," No     ","06/23/2014","05/29/2017","103.92","415.68"
"8028","475","321","      ","321-02-00918","320720030500-004","CORDGRIP, MIN .827/MAX 1.004","4","0","11/26/2014","42","10/15/2014"," EA   ","0","2","2"," No     ","12/05/2016","05/29/2017","14.83","29.66"
"8028","475","321","      ","321-02-00919","322620032200-001","REDUCER, THREAD, 1.5, BRASS ","4","0","11/26/2014","0","11/26/2014"," EA   ","0","2","2"," No     ","01/03/2017","05/29/2017","24.48","48.96"
"8036","475","321","      ","321-02-00272","632400000000-002","SEALANT, FIWA,310 ML CARTRID","40","37","10/15/2014","45","08/31/2014"," EA   ","0","0","37"," No     ","03/03/2014","05/29/2017","0","0"
"8045","475","321","      ","321-99-00145","10-35GA10G08","PLATE, ALUM, 10 GA, 4' X 8' ","5","0","10/15/2014","180","04/18/2014"," EA   ","0","5","5"," No     ","12/07/2015","05/29/2017","0","0"
"8045","475","321","      ","321-99-00146","13-3515150225","ANGLE, AL, 1-1/2 X 1-1/2 X 1","3","0","10/15/2014","180","04/18/2014"," EA   ","0","3","3"," No     ","12/07/2015","05/29/2017","0","0"
"8049","475","321","      ","321-99-STUD1-BB","SRV526-030600023","SRVC, SHOOT STUDS, LOCAL WIR","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","06/13/2014","05/29/2017","0","0"
"8049","475","321","      ","321-99-STUD1-FT","SRV526-030600024","SRVC, SHOOT STUDS, LOCAL WIR","1","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","06/13/2014","05/29/2017","0","0"
"8026","475","324","      ","324-12-01000","ARCHIVE","CIRCUIT BREAKER, ALB-1, 5 AM","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","04/27/2014","05/29/2017","0","0"
"8026","475","324","      ","324-12-01005","390200040015-001","CIRCUIT BREAKER, ALB-1, 30 A","2","0","01/07/2015","123","09/06/2014"," EA   ","0","2","2"," No     ","04/27/2014","05/29/2017","0","0"
"8026","475","324","      ","324-12-01040","392800040000-001","YOKE HANDLE (2 POLE)        ","2","0","10/15/2014","123","06/14/2014"," EA   ","0","2","2"," No     ","04/13/2017","05/29/2017","0","0"
"8026","475","324","      ","324-12-00002-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","06/03/2013","05/29/2017","0","0"
"8028","475","324","      ","324-01-00181","310700000024-002","BACKSHELL, 360GS003NF1310A4 ","2","1","10/15/2014","123","06/14/2014"," EA   ","0","0","1"," No     ","03/10/2014","05/29/2017","266.48","266.48"
"8028","475","324","      ","324-12-01008","390200040017-001","CIRCUIT BREAKER, ALB-1, 50 A","2","0","10/15/2014","48","08/28/2014"," EA   ","0","2","2"," No     ","04/20/2017","05/29/2017","0","0"
"8041","475","324","      ","324-01-00066","391700010000-001","GROUND FAULT DETECTION PANEL","2","0","10/12/2015","123","06/11/2015"," LO   ","0","1","1"," No     ","06/03/2013","05/29/2017","7250","7250"
"8041","475","324","      ","324-12-01012","390200080012-001","CIRCUIT BREAKER,AQB-A101,15A","1","0","03/12/2015","123","11/09/2014"," EA   ","0","1","1"," No     ","04/27/2014","05/29/2017","0","0"
"8041","475","324","      ","324-22-00006","416400000000-001","MANUAL BUS TRANSFER SWITCH  ","1","0","10/26/2015","120","06/28/2015"," LO   ","0","1","1"," No     ","04/12/2017","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-829","415000-000000013","LUG, 100MCM,90 DEGREE,1/2 HO","9","3","10/15/2014","123","06/14/2014"," EA   ","0","0","3"," No     ","03/10/2014","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-830","415000-000000014","LUG, 23MCM, 90 DEGREE,3/8 HO","6","3","10/15/2014","123","06/14/2014"," EA   ","0","0","3"," No     ","03/10/2014","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-831","415000-000000015","LUG, 50MCM, 90 DEGREE,3/8 HO","138","21","10/15/2014","123","06/14/2014"," EA   ","0","0","21"," No     ","03/10/2014","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-833","415000-000000017","LUG, 75MCM, 90 DEGREE,1/2 HO","27","3","10/15/2014","123","06/14/2014"," EA   ","0","0","3"," No     ","03/10/2014","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-838","415000-000000022","LUG,400MCM, 90 DEGREE,3/4 HO","18","18","10/15/2014","123","06/14/2014"," EA   ","0","0","18"," No     ","03/10/2014","05/29/2017","0","0"
"8041","475","324","      ","324-01-00001-L09","-L09","DRAWINGS, FINAL, CERTIFIED  ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","06/06/2013","05/29/2017","0","0"
"8041","475","324","      ","324-01-00002-L04","-L04","PROCEDURES, IN-PLANT TEST   ","1","1","10/15/2014","60","08/16/2014"," LO   ","0","0","1"," No     ","05/30/2013","05/29/2017","0","0"
