"Buyer","Project","SWBS","Cont Supp","Item","Linked SPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount","Compare To Project","Most Recent Order Date"
"8024","473","581","      ","581-01-00002-L52","            -L52","TESTING, NOISE AND VIBRATION","1","1","02/19/2015","60","12/21/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","485","01/03/2017"
"8024","473","582","      ","582-01-00001-803","232600-000000003","STATION, PUSHBUTTON, JERED  ","2","1","02/19/2015","224","07/10/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","            ",""
"8024","473","582","      ","582-01-00001-804","232600-000000004","CONTROLLER, JERED #190485   ","2","1","02/19/2015","224","07/10/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","            ",""
"8024","473","582","      ","582-01-00001-805","232600-000000005","GASKET, CAPSTAN HEAD COVER  ","2","1","02/19/2015","180","08/23/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","            ",""
"8024","473","582","      ","582-01-00001-L52","            -L52","TESTING, NOISE AND VIBRATION","1","1","02/19/2015","60","12/21/2014"," EA   ","0","0","1"," No     ","05/08/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","583","      ","583-01-00001-812","761900-000000016","LABEL PACKAGE, MMC 5.7M RIB ","1","1","08/04/2014","123","04/03/2014"," SE   ","0","0","1"," No     ","04/07/2015","08/28/2017","0","0","481","04/26/2017"
"8024","473","583","      ","583-01-00001-L99","            -L99","OTHER                       ","1","1","08/04/2014","60","06/05/2014"," LO   ","0","0","1"," No     ","06/12/2015","08/28/2017","1535","1535","469","09/16/2016"
"8024","473","583","      ","583-01-00001-R01","            -R00","RESCUE BOAT DAVIT VENDOR CLA","1","1","01/20/2014","123","09/19/2013"," LO   ","0","0","1"," No     ","08/15/2017","08/28/2017","0","0","            ",""
"8024","473","583","      ","583-02-00001-L50","            -L50","CERTIFICATES, CONSTRUCTION  ","4","4","09/26/2014","60","07/28/2014"," LO   ","0","0","4"," No     ","08/25/2017","08/28/2017","0","0","            ",""
"8024","473","583","      ","583-03-00001-L02","            -L02","MANUALS, TECHNICAL, PRELIMIN","1","1","06/03/2015","60","04/04/2015"," LO   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","485","03/14/2017"
"8024","473","583","      ","583-03-00001-L22","            -L22","MANUALS, TECHNICAL, FINAL   ","1","1","06/03/2015","60","04/04/2015"," LO   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","450","10/07/2009"
"8024","473","583","      ","583-03-00001-L47","            -L47","GOVERNMENT INSPECTION       ","1","1","06/03/2015","60","04/04/2015"," LO   ","0","0","1"," No     ","06/07/2013","08/28/2017","0","0","485","03/14/2017"
"8024","473","583","      ","583-03-00001-S15","            -S00","BRACKET, TOW WINCH, SHOCK QU","1","1","01/20/2014","123","09/19/2013"," EA   ","0","0","1"," No     ","05/11/2017","08/28/2017","1375","1375","467","06/02/2017"
"8024","473","610","      ","610-01-00003-800","760103-000000004","BRACKET, PKP (18LB), PORTABL","3","2","01/20/2014","123","09/19/2013"," EA   ","2","0","1"," No     ","05/11/2014","08/28/2017","140","140","            ",""
"8024","473","610","      ","610-01-00007-800","760103-000000008","BRACKET,AFFF(2.5 GAL),PORTAB","13","5","01/20/2014","123","09/19/2013"," EA   ","1","0","4"," No     ","05/11/2014","08/28/2017","72.5","290","            ",""
"8024","473","633","      ","633-01-00002-L26","            -L26","CERTIFICATE, IDENTICALITY   ","1","1","01/20/2014","60","11/21/2013"," EA   ","0","0","1"," No     ","05/01/2014","08/28/2017","0","0","479","05/19/2017"
"8024","473","711","      ","711-01-00013-223","870200-000000025","RELAY BOARD, DOUBLE         ","1","1","10/17/2014","123","06/16/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","479","05/19/2017"
"8024","473","711","      ","711-01-00013-224","870200-000000026","POWER UNIT                  ","1","1","10/17/2014","123","06/16/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","479","05/19/2017"
"8024","473","711","      ","711-01-00013-8X6","870200-000000239","AMMO STORAGE RACK RIGHT     ","1","1","10/17/2014","120","06/19/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","            ",""
"8024","473","711","      ","711-01-00013-8X7","870200-000000240","AMMO STORAGE RACK LEFT      ","1","1","10/17/2014","120","06/19/2014"," EA   ","0","0","1"," No     ","06/12/2015","08/28/2017","0","0","            ",""
"8024","473","721","      ","721-01-00001-817","413200-000000019","ALIGNMENT BORESCOPE         ","1","1","07/23/2015","80","05/04/2015"," EA   ","0","0","1"," No     ","06/02/2012","08/28/2017","0","0","475","09/22/2014"
"8024","473","721","      ","721-01-00001-827","413200-000000028","CONNECTOR, MS3475W12-10P    ","2","1","01/20/2014","168","08/05/2013"," EA   ","0","0","1"," No     ","06/02/2012","08/28/2017","0","0","            ",""
"8024","473","721","      ","721-01-00001-839","413200-000000040","CONNECTOR, MS3475W18-32S    ","4","1","01/20/2014","168","08/05/2013"," EA   ","0","0","1"," No     ","06/02/2012","08/28/2017","0","0","            ",""
"8024","473","721","      ","721-01-00001-847","413200-000000048","CONNECTOR, MS3475W24-19S    ","5","1","01/20/2014","168","08/05/2013"," EA   ","0","0","1"," No     ","06/02/2012","08/28/2017","0","0","            ",""
"8024","473","721","      ","721-01-00001-8E3","413200-000000110","RAM LAUNCHER LIFTING SLING  ","1","1","07/23/2015","123","03/22/2015"," EA   ","0","0","1"," No     ","09/21/2012","08/28/2017","0","0","467","05/20/2013"
"8024","473","721","      ","721-01-00001-8E4","413200-000000111","RAM LAUNCHER DRILLING TEMPLA","1","1","07/23/2015","123","03/22/2015"," SE   ","0","0","1"," No     ","09/21/2012","08/28/2017","0","0","467","05/20/2013"
"8024","473","780","      ","780-01-00001-802","233000-000000002","CHAIN, ROLLER, PART OF THE T","2","0","05/27/2015","365","05/27/2014"," EA   ","0","2","2"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-812","233000-000000009","AIR HOSE, 1"" ID X 15 FT LONG","1","0","05/27/2015","365","05/27/2014"," EA   ","0","1","1"," No     ","05/09/2013","08/28/2017","0","0","            ",""
"8024","473","780","      ","780-01-00001-825","233000-000000012","CAPSCREW, BUTTON HEAD       ","42","0","05/27/2015","365","05/27/2014"," EA   ","0","42","42"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-826","233000-000000013","HEX NUT, SELF LOCKING, 1/4-2","42","0","05/27/2015","365","05/27/2014"," EA   ","0","42","42"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-827","233000-000000014","WASHER, 1/4"" X .063 THK, FOR","42","0","05/27/2015","365","05/27/2014"," EA   ","0","42","42"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-L31","            -L31","CERTIFICATE, CALIBRATABLE   ","1","1","07/03/2015","60","05/04/2015"," EA   ","0","0","1"," No     ","04/07/2016","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-L52","            -L52","TESTING, NOISE AND VIBRATION","1","1","05/27/2015","60","03/28/2015"," EA   ","0","0","1"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8024","473","780","      ","780-01-00001-L52","            -L52","TESTING, NOISE AND VIBRATION","1","1","05/27/2015","60","03/28/2015"," EA   ","0","0","1"," No     ","05/09/2013","08/28/2017","0","0","485","01/03/2017"
"8025","473","150","      ","150-00-00016","500800300700-00C","PIPE, CRES 2205, 6"" NPS SCH ","3","3","01/20/2014","123","09/19/2013"," LF   ","0","0","3"," No     ","12/03/2013","08/28/2017","157.14","471.42","477","05/13/2016"
"8025","473","150","      ","150-00-00018","500800300700-00F","PIPE, CRES 2205, 12"" NPS SCH","8","2.5","01/20/2014","49","12/02/2013"," LF   ","0","0","2.5"," No     ","12/03/2013","08/28/2017","584.1303","1460.3258","            ",""
"8025","473","161","      ","161-04-00001","501107252705-00E","PIPE, 10"", 10.75"" O.D. X .38","10","10","02/28/2014","150","10/01/2013"," LF   ","0","0","10"," No     ","12/03/2013","08/28/2017","1106","11060","469","03/19/2013"
"8025","473","161","      ","161-04-00A18","500800-000000002","PIPE, 18"", 18"" OD X .5"" THK ","3.7","3.7","01/20/2014","49","12/02/2013"," LF   ","0","0","3.7"," No     ","06/12/2015","08/28/2017","1847","6833.9","481","12/10/2015"
"8025","473","167","      ","167-01-P9008","500800020600-003","PIPE,3/4"" IPS,1.050 ODX .824","40","40","01/20/2014","15","01/05/2014"," LF   ","0","0","40"," No     ","09/22/2014","08/28/2017","2.42","96.8","477","10/11/2016"
"8025","473","259","      ","259-05-00028","500816-000000002","PIPE 8"" IPS, SCH 10S, 321 SS","9","4","01/20/2014","30","12/21/2013"," LF   ","0","0","4"," No     ","06/28/2013","08/28/2017","85","340","            ",""
"8025","473","259","      ","259-05-00070","545009-000000002","ELBOW, 45 DEG, 12"" LONG RADI","4","1","01/20/2014","45","12/06/2013"," EA   ","0","0","1"," No     ","06/28/2013","08/28/2017","645","645","            ",""
"8025","473","259","      ","259-05-22003","500816300305-001","PIPE, 6"" IPS, SCH 10, 321 CR","3","3","03/21/2014","49","01/31/2014"," LF   ","0","0","3"," No     ","06/20/2017","08/28/2017","0","0","            ",""
"8025","473","259","      ","259-05-22509","111201041813-001","TEE, WT 155 X 10.5, STL, AH3","4","3.9","06/11/2014","240","10/14/2013"," LF   ","0","0.1","4"," No     ","06/21/2017","08/28/2017","0","0","            ",""
"8025","473","259","      ","259-07-00062","540419-000000001","CAP, 1/2"" IPS,3000# SCRD,STA","11","5","03/21/2014","20","03/01/2014"," EA   ","2","0","3"," No     ","09/06/2013","08/28/2017","9.13","27.39","            ",""
"8025","473","505","      ","505-01-00016","501352000000-Z01","TUBE, SQ, AL 5083, 2-1/2    ","3","3","01/20/2014","49","12/02/2013"," LF   ","0","0","3"," No     ","03/07/2017","08/28/2017","240.28","720.84","650","08/09/2013"
"8025","473","505","      ","505-01-00115","   13-3330200420","ANGLE, ALUMINUM, 3""X2""X0.25""","1","1","01/20/2014","7","01/13/2014"," EA   ","0","0","1"," No     ","03/30/2017","08/28/2017","3236.2","3236.2","650","03/07/2014"
"8025","473","505","      ","505-01-00514","   13-1215150420","ANGLE, 1-1/2"" X 1-1/2"" X 1/4","6","6","01/20/2014","180","07/24/2013"," EA   ","0","0","6"," No     ","08/09/2016","08/28/2017","23.41","140.46","477","04/12/2017"
"8025","473","505","      ","505-01-C9040","551811000000-008","SLEEVE, PIPE, 2"" IPS, ALUM  ","37","11","01/20/2014","35","12/16/2013"," EA   ","9","0","2"," No     ","11/09/2013","08/28/2017","80.77","161.54","            ",""
"8025","473","505","      ","505-01-FN002","584310233200-003","FUNNEL, RND, 3/4"" IPS, COPPE","14","2","03/28/2014","30","02/26/2014"," EA   ","0","0","2"," No     ","11/09/2013","08/28/2017","370","740","            ",""
"8025","473","505","      ","505-01-FN003","584310233200-004","FUNNEL, RND, 1"" IPS, COPPER ","20","1","03/07/2014","30","02/05/2014"," EA   ","0","2","3"," No     ","11/09/2013","08/28/2017","420","1260","            ",""
"8025","473","505","      ","505-01-FN011","584310280000-004","FUNNEL, 1"" IPS OUTLET, COPPE","4","1","03/28/2014","30","02/26/2014"," EA   ","0","0","1"," No     ","11/09/2013","08/28/2017","270","270","            ",""
"8025","473","505","      ","505-01-P0002","501508162600-001","TUBE,CPR NKL,90-10,1/4"" IPS ","213","153","01/20/2014","35","12/16/2013"," LF   ","260","-260","153"," No     ","11/09/2013","08/28/2017","2.88","440.64","            ",""
"8025","473","505","      ","505-01-P0003","501108252605-Z04","TUBE,CPR NKL,90-10,3/8"" IPS ","925","925","01/20/2014","15","01/05/2014"," LF   ","900","-900","925"," No     ","11/09/2013","08/28/2017","3.77","3487.25","            ",""
"8025","473","505","      ","505-01-P0004","501508162600-003","TUBE,CU/NI,90-10,1/2"" IPS X ","2409","2229","01/20/2014","35","12/16/2013"," LF   ","2400","-2400","2229"," No     ","11/09/2013","08/28/2017","4.63","10320.27","            ",""
"8025","473","505","      ","505-01-P0005","501508162600-004","TUBE, CUNI,90-10,3/4""       ","1949","1909","01/20/2014","35","12/16/2013"," LF   ","1860","-1505","1554"," No     ","11/09/2013","08/28/2017","5.9","9168.6","            ",""
"8025","473","505","      ","505-01-P0006","501508162600-005","TUBE,CU/NI,90-10,1"" IPS X 1.","2349","1309","01/20/2014","35","12/16/2013"," LF   ","2680","-2680","1309"," No     ","11/09/2013","08/28/2017","7.44","9738.96","            ",""
"8025","473","505","      ","505-01-P0008","501508162600-007","TUBE, CU/NI,90-10,1-1/2""    ","4755","3432","01/20/2014","35","12/16/2013"," LF   ","4620","-4607","3445"," No     ","11/09/2013","08/28/2017","12.08","41615.6","            ",""
"8025","473","505","      ","505-01-P0009","501508162600-008","TUBE,CNA,90-10, 2"" IPS      ","3429","2549","01/20/2014","35","12/16/2013"," LF   ","3260","-3260","2549"," No     ","11/09/2013","08/28/2017","17.41","44378.09","            ",""
"8025","473","505","      ","505-01-P0010","501508162600-009","TUBE,CU/NI ,90-10,2-1/2""    ","1641","1351","01/20/2014","35","12/16/2013"," LF   ","1760","-1760","1351"," No     ","11/09/2013","08/28/2017","21.27","28735.77","            ",""
"8025","473","505","      ","505-01-P0011","501108252605-Z12","TUBE, CUNI, 90/10, 3""       ","2925","2359","01/20/2014","35","12/16/2013"," LF   ","2680","-2674","2365"," No     ","11/09/2013","08/28/2017","29.8","70477","            ",""
"8025","473","505","      ","505-01-P0013","501508162600-012","TUBE,CPR NKL,90-10,4"" IPS X ","1437","1347","01/20/2014","35","12/16/2013"," LF   ","1380","-1380","1347"," No     ","11/09/2013","08/28/2017","44.09","59389.23","            ",""
"8025","473","505","      ","505-01-P0014","501508162600-013","TUBE,CPR NKL,90-10,5"" IPS X ","1433","1161","01/20/2014","35","12/16/2013"," LF   ","1860","-1758","1263"," No     ","11/09/2013","08/28/2017","74.85","94535.55","            ",""
"8025","473","505","      ","505-01-P0015","501108252605-Z15","TUBE,6"" CU/NI ,90-10        ","1368","1328","01/20/2014","35","12/16/2013"," LF   ","2230","-2130","1228"," No     ","11/09/2013","08/28/2017","99.93","122714.04","            ",""
"8025","473","505","      ","505-01-P0016","501108252605-Z16","TUBE,CPR NKL,90-10,8"" IPS X ","520","520","01/20/2014","35","12/16/2013"," LF   ","560","-560","520"," No     ","11/09/2013","08/28/2017","160.23","83319.6","            ",""
"8025","473","505","      ","505-01-P0020","500818162405-002","PIPE,SSTL,1/2""IPS,SCH 10S   ","90","90","01/20/2014","30","12/21/2013"," LF   ","104","-104","90"," No     ","11/09/2013","08/28/2017","5.12","460.8","            ",""
"8025","473","505","      ","505-01-P0021","500818162405-003","PIPE, SSTL 304L, 3/4"" IPS,  ","141","141","01/20/2014","180","07/24/2013"," LF   ","138","-138","141"," No     ","11/09/2013","08/28/2017","2.61","368.01","            ",""
"8025","473","505","      ","505-01-P0024","500818162405-006","PIPE,SSTL,1-1/2""IPS,SCH 10S ","84","84","02/28/2014","30","01/29/2014"," LF   ","0","0","84"," No     ","10/29/2015","08/28/2017","9.15","768.6","475","11/02/2016"
"8025","473","505","      ","505-01-P0025","500818162405-007","PIPE,SSTL,2""IPS,SCH 10S     ","252","252","01/20/2014","45","12/06/2013"," LF   ","263","-263","252"," No     ","11/09/2013","08/28/2017","7.11","1791.72","            ",""
"8025","473","505","      ","505-01-P0026","500818162405-008","PIPE,SSTL,2-1/2""IPS,SCH 10S ","133","133","01/20/2014","30","12/21/2013"," LF   ","280","-280","133"," No     ","11/09/2013","08/28/2017","9.12","1212.96","            ",""
"8025","473","505","      ","505-01-P0027","500818162405-009","PIPE,SSTL,3""IPS,SCH 10S     ","395","355","01/20/2014","30","12/21/2013"," LF   ","340","-340","355"," No     ","11/09/2013","08/28/2017","16.32","5793.6","            ",""
"8025","473","505","      ","505-01-P0029","500818162405-00A","PIPE,SSTL,4""IPS,SCH 10S     ","214","214","01/20/2014","30","12/21/2013"," LF   ","258","-258","214"," No     ","11/09/2013","08/28/2017","15.3","3274.2","            ",""
"8025","473","505","      ","505-01-P0033","501104143905-Z01","TUBE,CPR,1/4"",NOM .375"" OD X","252","32","01/20/2014","15","01/05/2014"," LF   ","280","-280","32"," No     ","08/12/2013","08/28/2017","0.73","23.36","            ",""
"8025","473","505","      ","505-01-P0056","500817162205-008","PIPE,STN STL,2-1/2""IPS,SCH 4","20","20","01/20/2014","30","12/21/2013"," LF   ","66","-66","20"," No     ","01/23/2014","08/28/2017","31.8","636","            ",""
"8025","473","505","      ","505-01-P0078","500837160605-00H","PIPE,STL,3/8"",PL,SCH 40 IPS ","300","280","01/20/2014","15","01/05/2014"," LF   ","948","-948","280"," No     ","11/18/2013","08/28/2017","3.22","901.6","            ",""
"8025","473","505","      ","505-01-P0083","500837160605-006","PIPE,STL,1 1/2"",PL,SCH 40 IP","80","18.67","01/20/2014","15","01/05/2014"," LF   ","21","-19.6","20"," No     ","11/18/2013","08/28/2017","2.8","56","            ",""
"8025","473","505","      ","505-01-P0084","500837160605-007","PIPE,STL,2"",PL,SCH 40 IPS 2.","220","100","01/20/2014","15","01/05/2014"," LF   ","0","0","100"," No     ","11/18/2013","08/28/2017","3.318","331.8","            ",""
"8025","473","505","      ","505-01-P0088","500837160605-00A","PIPE,STL,4"",PL,SCH 40 IPS 4.","280","60.75","01/20/2014","15","01/05/2014"," LF   ","201","-101.7","160"," No     ","11/18/2013","08/28/2017","8.9","1424","            ",""
"8025","473","505","      ","505-01-P0090","500837160605-00C","PIPE,STL,6"",PL,SCH 40 IPS 6.","40","14.17","01/20/2014","15","01/05/2014"," LF   ","19","-13.1","20"," No     ","11/18/2013","08/28/2017","15.35","307","            ",""
"8025","473","505","      ","505-01-P0092","500837160605-00E","PIPE,STL,10"",PL,SCH 40 IPS 1","2","2","01/20/2014","90","10/22/2013"," LF   ","2","-2","2"," No     ","11/18/2013","08/28/2017","133.88","267.76","            ",""
"8025","473","505","      ","505-01-P0152","501108252605-Z01","TUBE, 1/4"" CNA,90-10 1/4'"" O","62","62","01/20/2014","35","12/16/2013"," LF   ","60","-20","22"," No     ","11/18/2013","08/28/2017","3.59","78.98","            ",""
"8025","473","505","      ","505-01-P0159","500837160705-004","PIPE,STL,1"",PL,SCH 80 IPS 1.","327","89","01/20/2014","30","12/21/2013"," LF   ","0","7","96"," No     ","11/18/2013","08/28/2017","2.35","225.6","            ",""
"8025","473","505","      ","505-01-P0164","500837160705-009","PIPE,STL,3"",PL,SCH 80 IPS 3.","20","20","01/20/2014","15","01/05/2014"," LF   ","20","-20","20"," No     ","11/18/2013","08/28/2017","8.05","161","            ",""
"8025","473","505","      ","505-01-P0167","500837160705-00B","PIPE, STL, 5"", PL, SCH 80,  ","380","340","01/20/2014","15","01/05/2014"," LF   ","270","-230","340"," No     ","11/18/2013","08/28/2017","17.87","6075.8","            ",""
"8025","473","505","      ","505-01-P0168","500837160705-00C","PIPE,STL,6"",PL,SCH 80 IPS 6.","60","60","01/20/2014","15","01/05/2014"," LF   ","59","-59","60"," No     ","11/18/2013","08/28/2017","23.11","1386.6","            ",""
"8025","473","505","      ","505-01-P0168","500837160705-00C","PIPE,STL,6"",PL,SCH 80 IPS 6.","60","60","01/20/2014","15","01/05/2014"," LF   ","59","-59","60"," No     ","11/18/2013","08/28/2017","23.11","1386.6","            ",""
"8025","473","505","      ","505-01-P0169","500837160705-00D","PIPE,STL,8"",PL,SCH 80       ","20","10","01/20/2014","30","12/21/2013"," LF   ","20","-20","10"," No     ","11/18/2013","08/28/2017","37.04","370.4","            ",""
"8025","473","505","      ","505-01-P0172","500818162205-00H","PIPE,STN STL,3/8""IPS,SCH 40S","20","20","01/20/2014","30","12/21/2013"," LF   ","20","-20","20"," No     ","11/18/2013","08/28/2017","4.37","87.4","            ",""
"8025","473","505","      ","505-01-P0173","500818162205-002","PIPE,STN STL,1/2""IPS,SCH 40S","60","60","01/20/2014","30","12/21/2013"," LF   ","150","-150","60"," No     ","11/18/2013","08/28/2017","4.84","290.4","            ",""
"8025","473","505","      ","505-01-P0174","500818162205-003","PIPE,STN STL,3/4""IPS,SCH 40S","20","20","01/20/2014","30","12/21/2013"," LF   ","22","-4","2"," No     ","11/18/2013","08/28/2017","3.09","6.18","            ",""
"8025","473","505","      ","505-01-P0179","500818162200-010","PIPE,STN STL,2-1/2""IPS, SCH ","120","120","01/20/2014","30","12/21/2013"," LF   ","123","-123","120"," No     ","07/22/2015","08/28/2017","22.27","2672.4","            ",""
"8025","473","505","      ","505-01-P0183","500818162205-00B","PIPE,STN STL,5""IPS,SCH 40S  ","10","10","01/20/2014","84","10/28/2013"," LF   ","19","-19","10"," No     ","11/18/2013","08/28/2017","41.88","418.8","            ",""
"8025","473","505","      ","505-01-P0185","500818162205-00D","PIPE,STN STL,8""IPS,SCH 40S, ","5","5","01/20/2014","42","12/09/2013"," LF   ","12","-12","5"," No     ","11/18/2013","08/28/2017","141.93","709.65","            ",""
"8025","473","505","      ","505-01-P0228","500914000607-008","PIPE, 1-1/2"" STL SCH 40 GR.L","1289","890","01/20/2014","15","01/05/2014"," LF   ","1307","-700","283"," No     ","11/18/2013","08/28/2017","4.66","1318.78","            ",""
"8025","473","505","      ","505-01-P0231","500914000607-011","PIPE, STEEL, 3"", 3.5"" O.D. x","961","363","01/20/2014","15","01/05/2014"," LF   ","893","-893","363"," No     ","11/18/2013","08/28/2017","7.5","2722.5","            ",""
"8025","473","505","      ","505-01-P0993","500814450603-004","PIPE,1"" DIA,SCH40 GALVANIZED","1660","1660","01/20/2014","30","12/21/2013"," LF   ","1240","-831","1251"," No     ","11/18/2013","08/28/2017","2.1","2627.1","            ",""
"8025","473","505","      ","505-01-P0994","500814450603-005","PIPE, 1-1/4"", SCH 40        ","120","120","01/20/2014","49","12/02/2013"," LF   ","105","-105","120"," No     ","11/18/2013","08/28/2017","2.72","326.4","            ",""
"8025","473","505","      ","505-01-P1046","501118164405-Z01","TUBING, SST, 1/4"" OD        ","40","36","01/20/2014","15","01/05/2014"," LF   ","80","-76","40"," No     ","11/18/2013","08/28/2017","0.68","27.2","            ",""
"8025","473","505","      ","505-01-P1066","500818162405-001","PIPE, SSTL, 1/4"" IPS, SCH 10","10","10","01/20/2014","30","12/21/2013"," LF   ","20","-20","10"," No     ","11/18/2013","08/28/2017","2.86","28.6","            ",""
"8025","473","505","      ","505-01-P1083","500817162305-001","PIPE,STAIN STL,1/4""IPS,SCH 8","1","-1","06/24/2014","30","05/25/2014"," LF   ","46","-44","1"," No     ","11/18/2013","08/28/2017","5.12","5.12","            ",""
"8025","473","505","      ","505-01-P1099","500818162305-004","PIPE,STN STL, 1""IPS, SCH 80S","22","22","01/20/2014","30","12/21/2013"," LF   ","20","0","2"," No     ","11/18/2013","08/28/2017","10.93","21.86","            ",""
"8025","473","505","      ","505-01-P9007","500802160600-002","PIPE,1/2"" IPS,.840 ODX .622 ","20","20","01/20/2014","30","12/21/2013"," LF   ","60","-60","20"," No     ","11/18/2013","08/28/2017","1.82","36.4","            ",""
"8025","473","505","      ","505-01-P9011","500802160600-006","PIPE, 1-1/2"" IPS, 1.900 OD X","200","110","01/20/2014","30","12/21/2013"," LF   ","320","-211","1"," No     ","11/18/2013","08/28/2017","5.71","5.71","            ",""
"8025","473","505","      ","505-01-P9014","500802160600-009","PIPE,3"" IPS, 3.500 OD X 3.06","240","80","01/20/2014","20","12/31/2013"," LF   ","240","-240","80"," No     ","11/18/2013","08/28/2017","16.45","1316","            ",""
"8025","473","505","      ","505-01-P9015","500802160600-Z01","PIPE,3-1/2"" IPS, 4.000 OD X ","20","20","01/20/2014","15","01/05/2014"," LF   ","20","-20","20"," No     ","11/18/2013","08/28/2017","19.06","381.2","            ",""
"8025","473","505","      ","505-01-P9016","500802160600-00A","PIPE,4"" IPS, 4.500 OD X 4.02","40","20","01/20/2014","15","01/05/2014"," LF   ","40","-40","20"," No     ","11/18/2013","08/28/2017","22.43","448.6","            ",""
"8025","473","505","      ","505-01-P9017","500802160600-00B","PIPE,5"" IPS, 5.563 OD X 5.04","60","20","01/20/2014","30","12/21/2013"," LF   ","20","-20","20"," No     ","11/18/2013","08/28/2017","34.68","693.6","            ",""
"8025","473","505","      ","505-01-P9023","501104144005-Z03","TUBE, 1/2"", NOM, TYPE L, COP","20","20","01/20/2014","30","12/21/2013"," LF   ","20","-20","20"," No     ","01/02/2015","08/28/2017","1.13","22.6","            ",""
"8025","473","505","      ","505-01-P9025","501104144005-Z05","TUBE, 3/4"", NOM, TYPE L, COP","20","20","01/20/2014","30","12/21/2013"," LF   ","20","-20","20"," No     ","04/01/2015","08/28/2017","1.44","28.8","            ",""
"8025","473","505","      ","505-01-P9033","501104144005-Z12","TUBE, 4"", NOM, TYPE L, CU   ","100","20","01/20/2014","30","12/21/2013"," LF   ","20","-20","20"," No     ","08/12/2013","08/28/2017","22.08","441.6","            ",""
"8025","473","505","      ","505-01-P9043","501107252705-Z08","TUBE, 1-1/2"", CU-NI, 70-30, ","70","30","01/20/2014","60","11/21/2013"," LF   ","240","-240","30"," No     ","11/18/2013","08/28/2017","41.43","1242.9","            ",""
"8025","473","505","      ","505-01-P9045","501107252605-Z15","TUBE, 6"" IPS, CLASS 200, 70-","80","60","01/20/2014","45","12/06/2013"," LF   ","80","-80","60"," No     ","11/18/2013","08/28/2017","157.59","9455.4","            ",""
"8025","473","505","      ","505-01-P9047","501107252605-Z16","TUBE, 8"" IPS, CLASS 200, 70-","20","20","01/20/2014","45","12/06/2013"," LF   ","20","-20","20"," No     ","11/18/2013","08/28/2017","238.73","4774.6","            ",""
"8025","473","505","      ","505-01-P9049","501107252605-Z13","TUBE, 4"" IPS, CLASS 200, 70-","20","5","01/20/2014","30","12/21/2013"," LF   ","50","-50","5"," No     ","11/18/2013","08/28/2017","73.86","369.3","            ",""
"8025","473","505","      ","505-01-P9054","501107252705-Z10","TUBE, 2-1/2"", CU-NI, 70-30, ","21","1","01/20/2014","60","11/21/2013"," LF   ","300","-300","1"," No     ","11/18/2013","08/28/2017","79","79","            ",""
"8025","473","505","      ","505-01-P9055","501107251705-Z01","TUBE, 1/4""O.D. x .058 WALL, ","5520","3160","01/20/2014","28","12/23/2013"," LF   ","3689","-3689","6849"," No     ","11/18/2013","08/28/2017","6.75","46230.75","            ",""
"8025","473","505","      ","505-01-P9056","501118164705-Z01","TUBE,1/4"" OD X 0.065 WALL, 3","3180","3180","01/20/2014","30","12/21/2013"," LF   ","3200","-3200","3180"," No     ","11/18/2013","08/28/2017","1.67","5310.6","            ",""
"8025","473","505","      ","505-01-P9058","501118164405-Z17","TUBING, SST 304, 1/2""OD x   ","1592","1592","01/20/2014","35","12/16/2013"," LF   ","1560","-300","332"," No     ","11/18/2013","08/28/2017","1.7","564.4","            ",""
"8025","473","505","      ","505-01-P9059","501118164405-Z18","TUBING, SST 304, 5/8"" OD x  ","10","10","01/20/2014","49","12/02/2013"," LF   ","20","-20","10"," No     ","11/18/2013","08/28/2017","1.89","18.9","            ",""
"8025","473","505","      ","505-01-P9069","501214160005-Z02","MECHANICAL TUBE, 10"" OD X 1/","2","2","01/20/2014","42","12/09/2013"," LF   ","0","0","2"," No     ","05/04/2015","08/28/2017","104.21","208.42","471","06/04/2015"
