"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","262","    262-01-V0086","VALVE, BALL, 3/4"" IPS, S","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","15","643","4","0","4","2572","10/01/2018","       /    /    ","            ","            ",""
"487","262","    262-01-V0087","VALVE, BALL, 1-1/2"" IPS,","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","16","1268","4","0","4","5072","10/01/2018","       /    /    ","            ","            ",""
"487","262","    262-01-V0088","VALVE, BALL, 2"" IPS, SS ","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","17","880","10","0","10","8800","10/01/2018","       /    /    ","            ","            ",""
"487","262","    262-01-V0089","VALVE, BALL, 3"" IPS, CS ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","18","3705","6","0","6","22230","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0084-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","40","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0085-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","41","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0086-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","42","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0087-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","43","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0088-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","44","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","262","262-01-V0089-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","45","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","262    :   299179.00","","","","","","","",""
"SWBS :","311"," SHIP SERVICE GENERATORS","","","","","","","","","","","","","","","","","",""
"487","311","    311-01-00001","SHIP SERVICE DIESEL GENE","GENERATOR ","DIESEL            ","   ","104669","FINCANTIERI ","970567","1","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-800","GENERATOR SET, SSDG     ","GENERATOR ","DIESEL            ","   ","104669","FINCANTIERI ","970567","3","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-801","PANEL, LOCAL OPERATOR (L","CONTROL   ","LOCAL             ","   ","104669","FINCANTIERI ","970567","4","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","311"," SHIP SERVICE GENERATORS","","","","","","","","","","","","","","","","","",""
"487","311","311-01-00001-802","REGULATOR, VOLTAGE AUTOM","REGULATOR ","AUTOMATIC         ","   ","104669","FINCANTIERI ","970567","5","0","3","0","3","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-804","JOINT, GAS FLEXIBLE     ","JOINT     ","GAS               ","   ","104669","FINCANTIERI ","970567","6","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-805","GASKET (FOR BELLOWS)    ","GASKET    ","EXHAUST           ","   ","104669","FINCANTIERI ","970567","7","0","2","0","2","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-807","FLANGE, EUROPEAN STANDAR","FLANGE    ","                  ","   ","104669","FINCANTIERI ","970567","8","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-808","WASHER                  ","WASHER    ","                  ","   ","104669","FINCANTIERI ","970567","9","0","64","0","64","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-809","SCREW, M16 X 55         ","SCREW     ","                  ","   ","104669","FINCANTIERI ","970567","10","0","32","0","32","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-810","NUT, M16                ","NUT       ","                  ","   ","104669","FINCANTIERI ","970567","11","0","32","0","32","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-812","MOUNTING, DGS ELASTIC   ","MOUNTING  ","PLASTIC           ","   ","104669","FINCANTIERI ","970567","12","0","48","0","48","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-813","MUFFLER, EXHAUST SILENCE","EXHAUST   ","                  ","   ","104669","FINCANTIERI ","970567","13","0","3","0","3","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-822","FLANGE, SEA WATER INLET/","FLANGE    ","INLET/OUTLET      ","   ","104669","FINCANTIERI ","970567","14","0","8","0","8","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-824","WASHER, EL, 16 X 3.2 UNI","WASHER    ","LARGE             ","   ","104669","FINCANTIERI ","970567","15","0","32","0","32","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-825","WASHER, SPR, 8 X 1.4 UNI","WASHER    ","SPRING            ","   ","104669","FINCANTIERI ","970567","16","0","16","0","16","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-826","SCREW, SMALL, M8 X 25 UN","SCREW     ","SMALL             ","   ","104669","FINCANTIERI ","970567","17","0","30","0","30","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-827","SPACER FOR RESILIENT MOU","SPACER    ","MOUNT             ","   ","104669","FINCANTIERI ","970567","18","0","48","0","48","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-828","SNUBBER FOR RESILIENT MO","SNUBBER   ","MOUNT             ","   ","104669","FINCANTIERI ","970567","19","0","48","0","48","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-829","NUT, M16, D0111411A     ","NUT       ","                  ","   ","104669","FINCANTIERI ","970567","20","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-830","RESILIENT SUBBASE, D0201","SUB-BASE  ","RESILIENT         ","   ","104669","FINCANTIERI ","970567","21","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-831","PREHEATER/PRELUBE, 00C52","PREHEATER ","                  ","   ","104669","FINCANTIERI ","970567","22","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-832","KIT CONNECTTORI, 00G2210","KIT       ","CONNECTOR         ","   ","104669","FINCANTIERI ","970567","23","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-833","PACKING FOR FLANGE, D291","PACKING   ","FLANGE            ","   ","104669","FINCANTIERI ","970567","24","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-834","VITE M16X65, D0025128A  ","          ","                  ","   ","104669","FINCANTIERI ","970567","25","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-835","GASKET-PART OF EXHAUST B","GASKET    ","                  ","   ","104669","FINCANTIERI ","970567","26","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-836","PART OF EXHAUST, 00F5870","EXHAUST   ","                  ","   ","104669","FINCANTIERI ","970567","27","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-837","V1708C2ME SET, GEP020056","SET       ","DIESEL            ","   ","104669","FINCANTIERI ","970567","28","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-838","CONTROL SYSTEM, DECS-00 ","SYSTEM    ","CONTROL           ","   ","104669","FINCANTIERI ","970567","29","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-839","LOOSE PARTS, GSP02005652","PART      ","LOOSE             ","   ","104669","FINCANTIERI ","970567","30","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-803","CONNECTOR SET, SSDG/LOP ","CONNECTOR ","HARNESS           ","   ","104669","FINCANTIERI ","970567","31","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-813","MUFFLER, EXHAUST SILENCE","EXHAUST   ","                  ","   ","104669","FINCANTIERI ","970567","32","0","4","0","4","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104669","FINCANTIERI ","970567","33","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104669","FINCANTIERI ","970567","34","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104669","FINCANTIERI ","970567","35","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104669","FINCANTIERI ","970567","36","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L63","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104669","FINCANTIERI ","970567","37","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L64","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104669","FINCANTIERI ","970567","38","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104669","FINCANTIERI ","970567","39","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-L20","SUPPORT, VENDOR         ","SUPPORT   ","VENDOR            ","   ","104669","FINCANTIERI ","970567","40","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","    311-01-VS004","VSR, 100 HR MAINT, SSDG ","VENDOR    ","SERVICE           ","   ","104669","FINCANTIERI ","970567","41","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","42","520192.5","1","0","1","520192.5","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","43","1213782.5","1","0","1","1213782.5","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","44","450833.5","1","0","1","450833.5","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P04","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","45","416154","1","0","1","416154","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P05","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","46","277436","1","0","1","277436","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P06","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","47","242756.5","1","0","1","242756.5","05/15/2019","       /    /    ","            ","            ",""
"487","311","311-01-00001-P07","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104669","FINCANTIERI ","970567","48","346795","1","0","1","346795","05/15/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","311    :  3467950.00","","","","","","","",""
"SWBS :","321"," 321M - WIREWAY&ELEC","SYS HOTWK","","","","","","","","","","","","","","","","",""
"487","321","    321-02-00912","SEAL, RING, W/SSTL RETAI","SEAL      ","RING              ","   ","101628","WESCO DISTRI","931206","5","22.51","8","8","8","180.15","01/22/2018","       /    /    ","            ","            ",""
"487","321","    321-02-00911","ELBOW, 45 DEG, GALV., 3""","ELBOW     ","45 DEGREE         ","   ","104261","COLUMBIA PIP","931207","5","33.9","4","4","4","135.6","01/22/2018","       /    /    ","            ","            ",""
"487","321","    321-02-00914","TUBE, STUFFING, SIZE W, ","TUBE      ","STUFFING          ","   ","62521","RESEARCH TOO","931209","5","147.73","4","0","4","590.92","03/14/2018","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","321"," 321M - WIREWAY&ELEC","SYS HOTWK","","","","","","","","","","","","","","","","",""
"487","321","    321-02-00913","BUSHING, REDUCING, 4X3"",","BUSHING   ","REDUCING          ","   ","4952","MCMASTER CAR","931211","5","41.36","4","4","4","165.44","02/02/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","321    :     1072.11","","","","","","","",""
"SWBS :","324"," 324M - SWITCHGEAR","","","","","","","","","","","","","","","","","",""
"487","324","    324-22-00003","AUTOMATIC BUS TRANSFER S","SWITCH    ","TRANSFER          ","   ","104728","ASCO POWER T","941354","1","0","1","0","1","0","12/28/2018","       /    /    ","            ","            ",""
"487","324","324-22-00003-801","ABT, 100A, INSTANTANEOUS","          ","                  ","   ","104728","ASCO POWER T","941354","2","9020","4","0","4","36080","12/28/2018","       /    /    ","            ","            ",""
"487","324","324-22-00003-802","ABT, 100A TIME DELAY (AP","          ","                  ","   ","104728","ASCO POWER T","941354","3","9038","9","0","9","81342","12/28/2018","       /    /    ","            ","            ",""
"487","324","324-22-00003-803","ABT, 250A TIME DELAY (AP","          ","                  ","   ","104728","ASCO POWER T","941354","4","9952","18","0","18","179136","12/28/2018","       /    /    ","            ","            ",""
"487","324","324-22-00003-804","ABT, 400A TIME DELAY (AP","          ","                  ","   ","104728","ASCO POWER T","941354","5","10177","2","0","2","20354","12/28/2018","       /    /    ","            ","            ",""
"487","324","324-22-00003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104728","ASCO POWER T","941354","6","0","1","0","1","0","12/28/2018","       /    /    ","            ","            ",""
"487","324","    324-01-00001","SWITCHBOARD SYSTEMS IN A","SYSTEM    ","SWITCHBOARD       ","   ","104359","DRS POWER AN","970568","1","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-800","SWITCHBOARD, 1S/2S      ","SWITCHBOAR","                  ","   ","104359","DRS POWER AN","970568","2","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-801","UNIT, CONTROL, AFD POWER","UNIT      ","CONTROL           ","   ","104359","DRS POWER AN","970568","3","0","2","0","2","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-826","LUG, 400MCM, 90 DEGREE, ","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","4","0","12","0","12","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-827","LUG, 400MCM, 45 DEGREE, ","LUG       ","45 DEGREE         ","   ","104359","DRS POWER AN","970568","5","0","6","0","6","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-828","LUG, 400MCM, STRAIGHT, 2","LUG       ","STRAIGHT          ","   ","104359","DRS POWER AN","970568","6","0","228","0","228","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-829","LUG, 100MCM,90 DEGREE,1/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","7","0","9","0","9","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-830","LUG, 23MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","8","0","6","0","6","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-831","LUG, 50MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","9","0","138","0","138","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-832","LUG, 75MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","10","0","30","0","30","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-833","LUG, 75MCM, 90 DEGREE,1/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","11","0","27","0","27","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-834","LUG,150MCM, 90 DEGREE,1/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","12","0","21","0","21","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-835","LUG,200MCM, 90 DEGREE,1/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","13","0","57","0","57","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-836","LUG,200MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","14","0","12","0","12","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-837","LUG,300MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","15","0","24","0","24","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-838","LUG,400MCM, 90 DEGREE,3/","LUG       ","90 DEGREE         ","   ","104359","DRS POWER AN","970568","16","0","18","0","18","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-839","CLAMP, PN 55-4497       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","17","0","4","0","4","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-840","CLAMP, PN 55-4498       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","18","0","44","0","44","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-841","CLAMP, PN 55-4499       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","19","0","16","0","16","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-842","CLAMP, PN 55-4500       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","20","0","32","0","32","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-843","CLAMP, PN 55-4501       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","21","0","24","0","24","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-844","CLAMP, PN 55-4502       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","22","0","12","0","12","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-845","CLAMP, PN 55-4503       ","CLAMP     ","                  ","   ","104359","DRS POWER AN","970568","23","0","12","0","12","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-846","SWBD HMI/VDU            ","SWITCHBOAR","HMI/VDU           ","   ","104359","DRS POWER AN","970568","24","0","2","0","2","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-847","SLEEVING, HEAT SHRINK, M","SLEEVING  ","SLEEVE            ","   ","104359","DRS POWER AN","970568","25","0","100","0","100","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-848","SLEEVING, HEAT SHRINK, M","SLEEVING  ","SLEEVE            ","   ","104359","DRS POWER AN","970568","26","0","100","0","100","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-849","SLEEVING, HEAT SHRINK, M","SLEEVING  ","SLEEVE            ","   ","104359","DRS POWER AN","970568","27","0","100","0","100","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L04","PROCEDURES, IN-PLANT TES","PROCEDURE ","IN PLANT TEST     ","   ","104359","DRS POWER AN","970568","28","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104359","DRS POWER AN","970568","29","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970568","32","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L20","SUPPORT, VENDOR         ","SUPPORT   ","VENDOR            ","   ","104359","DRS POWER AN","970568","33","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970568","34","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970568","35","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L63","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104359","DRS POWER AN","970568","36","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L64","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104359","DRS POWER AN","970568","37","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104359","DRS POWER AN","970568","38","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-01-00002","SWITCHBOARD 3S/4S       ","SWITCHBOAR","                  ","   ","104359","DRS POWER AN","970568","39","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L04","PROCEDURES, IN-PLANT TES","PROCEDURE ","IN PLANT TEST     ","   ","104359","DRS POWER AN","970568","40","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970568","42","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970568","43","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","324"," 324M - SWITCHGEAR","","","","","","","","","","","","","","","","","",""
"487","324","324-01-00002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970568","44","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970568","45","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-L63","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104359","DRS POWER AN","970568","46","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00002-L64","COMPUTER SOFTWARE/PROGRA","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104359","DRS POWER AN","970568","47","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-01-00003","SWITCHBOARD, 1SP        ","SWITCHBOAR","                  ","   ","104359","DRS POWER AN","970568","48","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00003-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970568","50","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00003-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970568","51","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00003-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970568","52","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","53","226971.9","1","1","1","226971.9","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","54","340457.85","1","0","1","340457.85","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","55","340457.85","1","0","1","340457.85","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P04","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","56","453943.8","1","0","1","453943.8","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P05","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","57","453943.8","1","0","1","453943.8","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-01-00001-P06","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104359","DRS POWER AN","970568","58","453943.8","1","0","1","453943.8","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-02-00001","LOAD CENTER SYSTEM IAW P","SYSTEM    ","LOAD              ","   ","104359","DRS POWER AN","970569","1","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-800","LOAD CENTER, LC11       ","CENTER    ","LOAD              ","   ","104359","DRS POWER AN","970569","2","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L04","PROCEDURES, IN-PLANT TES","          ","                  ","   ","104359","DRS POWER AN","970569","3","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104359","DRS POWER AN","970569","4","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104359","DRS POWER AN","970569","6","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L20","SUPPORT, VENDOR         ","SUPPORT   ","VENDOR            ","   ","104359","DRS POWER AN","970569","7","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","104359","DRS POWER AN","970569","8","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104359","DRS POWER AN","970569","9","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","324-02-00001-L47","GOVERNMENT INSPECTION   ","INSPECTION","GOVERNMENT        ","   ","104359","DRS POWER AN","970569","10","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
"487","324","    324-02-00002","LOAD CENTER, LC21       ","CENTER    ","LOAD              ","   ","104359","DRS POWER AN","970569","11","0","1","0","1","0","04/30/2019","       /    /    ","            ","            ",""
